query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004044718.1,309800.HVO_2900,2.30E-260,902.9,FUMC,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01679,FUM,arNOG[11],"0KSBV@eurNOG,0RF76@halNOG,COG0114@NOG,arCOG01749@arNOG",NA|NA|NA,C,"fumarate hydratase, class II"
WP_004044150.1,309800.HVO_0787,2.10E-124,450.3,TRPC,,"K01609,K13497",IGPS,arNOG[11],"0KT7W@eurNOG,0RFBU@halNOG,COG0134@NOG,arCOG01088@arNOG",NA|NA|NA,E,Indole-3-glycerol phosphate synthase
WP_004042533.1,309800.HVO_2533,3.00E-177,626.3,,,,,arNOG[11],"0KST2@eurNOG,0RH42@halNOG,COG4885@NOG,arCOG04478@arNOG",NA|NA|NA,,
WP_004042085.1,309800.HVO_2193,8.00E-202,708,PURC,,"K01923,K11780","AIRC2,AIRC3,PRASCSi",arNOG[11],"0KRG6@eurNOG,0RGCN@halNOG,COG0152@NOG,arCOG04421@arNOG",NA|NA|NA,F,phosphoribosylaminoimidazolesuccinocarboxamide synthase
WP_004041970.1,309800.HVO_2087,0,1384,BGLX-2,,K05349,,arNOG[11],"0KRX5@eurNOG,0RFSC@halNOG,COG1472@NOG,arCOG04634@arNOG",NA|NA|NA,G,beta-glucosidase EC 3.2.1.21
WP_013035138.1,543526.Htur_3045,3.30E-129,466.8,GUAB,,"K00088,K00364",,arNOG[11],"02T4G@arNOG,0M16U@eurNOG,0RFMR@halNOG,COG0516@NOG,arCOG00612@arNOG",NA|NA|NA,F,GMP reductase (EC 1.7.1.7
WP_049914875.1,309800.HVO_1224,4.60E-195,685.6,CHEB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03412,,arNOG[11],"0KRB8@eurNOG,0RFPB@halNOG,COG2201@NOG,arCOG02382@arNOG",NA|NA|NA,N,catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
WP_004045112.1,309800.HVO_0070,5.80E-65,251.9,,,,,arNOG[11],"0KZPI@eurNOG,0RHE5@halNOG,COG0694@NOG,arCOG03026@arNOG",NA|NA|NA,O,Nitrogen-fixing NifU domain protein
WP_004043595.1,309800.HVO_1343,3.20E-53,212.6,,,,,arNOG[11],"COG0694@NOG,arCOG03026@arNOG",NA|NA|NA,O,Nitrogen-fixing NifU domain protein
WP_004043480.1,309800.HVO_1455,6.10E-80,302,PYRI,,K00610,,arNOG[11],"0KTGC@eurNOG,0RH0K@halNOG,COG1781@NOG,arCOG04229@arNOG",NA|NA|NA,F,Involved in allosteric regulation of aspartate carbamoyltransferase (By similarity)
WP_004043191.1,499229.TepRe1_2212,3.30E-125,454.1,,,"K00854,K00862,K00880,K11216",,bactNOG[38],"05CMG@bactNOG,0EQKP@cloNOG,0ND7V@firmNOG,COG1070@NOG",NA|NA|NA,G,"FGGY family of carbohydrate kinases, N-terminal domain"
WP_004042758.1,309800.HVO_2638,2.00E-192,676.8,YKFB1,,K19802,,arNOG[11],"0KTPB@eurNOG,0RG49@halNOG,COG4948@NOG,arCOG01168@arNOG",NA|NA|NA,M,mandelate racemase muconate lactonizing
WP_004041971.1,309800.HVO_2088,0,1459.1,BGLX-1,,K05349,,arNOG[11],"0KZBC@eurNOG,0RFRD@halNOG,COG1472@NOG,arCOG04634@arNOG",NA|NA|NA,G,Glycoside hydrolase family 3 domain protein
WP_004041484.1,309800.HVO_1592,2.00E-111,407.1,GRPE,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03687,,arNOG[11],"0KTGQ@eurNOG,0RFXY@halNOG,COG0576@NOG,arCOG04772@arNOG",NA|NA|NA,O,"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ"
WP_004045076.1,309800.HVO_0055,1.90E-151,540.4,,,K00088,,arNOG[11],"0KRRY@eurNOG,0RF9K@halNOG,COG0517@NOG,arCOG00600@arNOG",NA|NA|NA,S,CBS domain containing protein
WP_004044210.1,309800.HVO_0727,1.70E-163,580.5,,,K07059,,arNOG[11],"0KSNZ@eurNOG,0RFXT@halNOG,COG0705@NOG,COG3582@NOG,arCOG01768@arNOG,arCOG01769@arNOG",NA|NA|NA,E,Rhomboid family
WP_004043836.1,309800.HVO_1102,7.10E-87,325.1,,,,,arNOG[11],"0KVHF@eurNOG,0RGY8@halNOG,COG1432@NOG,arCOG02408@arNOG",NA|NA|NA,S,Pfam:DUF88
WP_004043121.1,797209.ZOD2009_15161,6.30E-102,376.7,,,K03328,,arNOG[11],"0KWUU@eurNOG,0RIZZ@halNOG,COG2244@NOG,arCOG02209@arNOG",NA|NA|NA,M,Polysaccharide biosynthesis protein
WP_004042304.1,309800.HVO_2415,5.60E-81,305.4,GYY_06090,,,,arNOG[11],"0KT03@eurNOG,0RH94@halNOG,COG1432@NOG,arCOG02408@arNOG",NA|NA|NA,S,Pfam:DUF88
WP_004042273.1,309800.HVO_2384,1.50E-212,743.8,GYY_05910,,,,arNOG[11],"0KS6R@eurNOG,0RFES@halNOG,COG0517@NOG,arCOG00601@arNOG",NA|NA|NA,S,CBS domain containing membrane protein
WP_004041773.1,309800.HVO_1892,2.80E-65,253.1,,,K09707,,arNOG[11],"0KVAQ@eurNOG,0RJ78@halNOG,COG3603@NOG,arCOG05233@arNOG",NA|NA|NA,,
WP_004040927.1,416348.Hlac_1101,5.30E-123,446,,,"K01640,K01649",,arNOG[11],"COG0119@NOG,arCOG02092@arNOG",NA|NA|NA,E,synthase
WP_004041394.1,756883.Halar_3329,3.80E-106,390.2,YKFB2,,K19802,,arNOG[11],"COG4948@NOG,arCOG01168@arNOG",NA|NA|NA,M,mandelate racemase muconate lactonizing
WP_004041166.1,519442.Huta_0038,1.00E-31,142.5,MOBA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03752,,arNOG[11],"0KTW3@eurNOG,0RH1N@halNOG,COG0746@NOG,arCOG01872@arNOG",NA|NA|NA,H,Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo- MPT) cofactor (Moco or molybdenum cofactor) to form Mo- molybdopterin guanine dinucleotide (Mo-MGD) cofactor (By similarity)
WP_013035449.1,309800.HVO_1461,4.70E-189,665.6,MENC,,,,arNOG[11],"0KZK2@eurNOG,0RG5Z@halNOG,COG4948@NOG,arCOG01168@arNOG",NA|NA|NA,M,Mandelate racemase muconate lactonizing protein
WP_004042766.1,309800.HVO_2645,7.50E-104,381.7,MOAB,,K03638,,arNOG[11],"0KTWB@eurNOG,0RHEZ@halNOG,COG0521@NOG,arCOG00214@arNOG",NA|NA|NA,H,molybdenum cofactor
WP_004041423.1,309800.HVO_1545,5.10E-123,445.7,,,K05879,,arNOG[11],"0KZJQ@eurNOG,0RGWC@halNOG,COG2376@NOG,arCOG08942@arNOG",NA|NA|NA,G,Dihydroxyacetone kinase
WP_004043047.1,309800.HVO_2804,6.70E-91,338.6,PAI1,,,,arNOG[11],"0KU5H@eurNOG,0RHQI@halNOG,COG0454@NOG,arCOG00826@arNOG",NA|NA|NA,K,GCN5-related N-acetyltransferase
WP_004042218.1,309800.HVO_2326,1.10E-90,337.8,,,,,arNOG[11],"0KZED@eurNOG,0RHK8@halNOG,COG0454@NOG,arCOG00826@arNOG",NA|NA|NA,K,Acetyltransferase (GNAT) family
WP_013035118.1,634497.HAH_4165,8.30E-53,212.6,,,K19116,,arNOG[11],"0KTFB@eurNOG,0RGQA@halNOG,COG1688@NOG,arCOG02758@arNOG",NA|NA|NA,V,"CRISPR-associated protein Cas5, Hmari subtype"
WP_004043127.1,485914.Hmuk_2834,3.00E-87,327.4,,,"K19115,K19118",,arNOG[11],"0KSK5@eurNOG,0RGRZ@halNOG,COG3649@NOG,arCOG02757@arNOG",NA|NA|NA,V,CRISPR-associated protein
WP_004043126.1,485914.Hmuk_2833,1.30E-49,203.4,,,K19114,,arNOG[11],"0KZVD@eurNOG,0RFK8@halNOG,0XT9W@NOG,arCOG05124@arNOG",NA|NA|NA,V,"CRISPR-associated protein, Csh1 family"
WP_004045320.1,309800.HVO_0206,0,1843.9,ALAS,"GO:0002161,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006417,GO:0006418,GO:0006419,GO:0006448,GO:0006450,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016070,GO:0016787,GO:0016788,GO:0019222,GO:0019538,GO:0019752,GO:0031323,GO:0031326,GO:0032268,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0050789,GO:0050794,GO:0051246,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901564,GO:1901576,GO:2000112","K01872,K07050",,arNOG[11],"0KRG7@eurNOG,0RFBF@halNOG,COG0013@NOG,arCOG01255@arNOG",NA|NA|NA,J,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)
WP_004045251.1,309800.HVO_0138,6.20E-183,645.2,TYRS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01866,,arNOG[11],"0KRT1@eurNOG,0RG8E@halNOG,COG0162@NOG,arCOG01886@arNOG",NA|NA|NA,J,Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr) (By similarity)
WP_004045074.1,309800.HVO_0054,0,1185.2,GLYS,"GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016874,GO:0016875,GO:0016876,GO:0044424,GO:0044464,GO:0046983",K01880,,arNOG[11],"0KRQ0@eurNOG,0RF9U@halNOG,COG0423@NOG,arCOG00405@arNOG",NA|NA|NA,J,glycyl-tRNA synthetase (EC 6.1.1.14)
WP_004044789.1,309800.HVO_2945,0,1803.9,VALS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01873,,arNOG[11],"0KRSI@eurNOG,0RFEH@halNOG,COG0525@NOG,arCOG00808@arNOG",NA|NA|NA,J,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)"
WP_004044258.1,309800.HVO_0677,3.10E-251,872.5,ASPS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01876,,arNOG[11],"0KRHA@eurNOG,0RFAG@halNOG,COG0017@NOG,arCOG00406@arNOG",NA|NA|NA,J,Aspartyl-tRNA synthetase
WP_004044067.1,309800.HVO_0870,2.30E-290,1002.7,PROS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01881,,arNOG[11],"0KRXN@eurNOG,0RFHH@halNOG,COG0442@NOG,arCOG00402@arNOG",NA|NA|NA,J,Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro) (By similarity)
WP_004044601.1,309800.HVO_0322,1.40E-294,1016.9,GYY_06580,,"K03496,K03609",,arNOG[11],"0KRGE@eurNOG,0RHAI@halNOG,COG0455@NOG,arCOG00589@arNOG",NA|NA|NA,D,Cell division ATPase MinD
WP_004041370.1,634497.HAH_1799,2.60E-179,633.3,NARH,,"K00371,K17051",,arNOG[11],"0KW0T@eurNOG,0RGQK@halNOG,COG1140@NOG,arCOG01501@arNOG",NA|NA|NA,C,Reductase
WP_013035504.1,309800.HVO_0866,1.80E-139,500.4,ALAXM,"GO:0002161,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006448,GO:0006450,GO:0008150,GO:0008152,GO:0009889,GO:0010468,GO:0010556,GO:0010608,GO:0016787,GO:0016788,GO:0019222,GO:0031323,GO:0031326,GO:0032268,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051246,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:2000112","K01872,K07050",,arNOG[11],"0KSPD@eurNOG,0RGIB@halNOG,COG2872@NOG,arCOG01254@arNOG",NA|NA|NA,S,synthetase
WP_004045032.1,309800.HVO_0034,4.30E-84,315.8,ACT2,,K01073,,arNOG[11],"0KTMS@eurNOG,0RH5U@halNOG,COG1607@NOG,arCOG00773@arNOG",NA|NA|NA,I,acyl-CoA thioester hydrolase
WP_004044955.1,309800.HVO_0002,1.10E-145,521.2,SEC11,,K13280,,arNOG[11],"0KSS6@eurNOG,0RH1K@halNOG,COG0681@NOG,arCOG01739@arNOG",NA|NA|NA,U,peptidase
WP_004044395.1,309800.HVO_0536,9.30E-93,344.7,DPSA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,,arNOG[11],"0M0HM@eurNOG,0RGUX@halNOG,COG0783@NOG,arCOG01101@arNOG",NA|NA|NA,P,Ferritin Dps family protein
WP_004044037.1,309800.HVO_0902,2.00E-136,490.3,LIVG1,,K01995,,arNOG[11],"0KWG8@eurNOG,0RGIN@halNOG,COG0411@NOG,arCOG00926@arNOG",NA|NA|NA,E,ABC transporter
WP_004044036.1,309800.HVO_0903,8.90E-134,481.5,LIVF1,,K01996,,arNOG[11],"0KZ6Q@eurNOG,0RG8V@halNOG,COG0410@NOG,arCOG00924@arNOG",NA|NA|NA,E,ABC transporter
WP_004043746.1,309800.HVO_1195,1.80E-148,530.4,,,K01995,,arNOG[11],"02TBQ@arNOG,0M210@eurNOG,0RJXG@halNOG,COG0411@NOG",NA|NA|NA,E,ABC transporter
WP_004043745.1,309800.HVO_1196,1.50E-133,480.7,LIVF,,K01996,,arNOG[11],"0KT1Z@eurNOG,0RGHP@halNOG,COG0410@NOG,arCOG00924@arNOG",NA|NA|NA,E,"ABC transporter, ATP-binding protein"
WP_004043428.1,309800.HVO_1507,1.50E-116,424.1,ILVN,,K01653,"ACHBS,ACLS",arNOG[11],"0KT20@eurNOG,0RGGV@halNOG,COG0440@NOG,arCOG04445@arNOG",NA|NA|NA,E,Acetolactate synthase small subunit
WP_004043253.1,797209.ZOD2009_21352,1.20E-167,594.7,,,K06016,,arNOG[11],"0KWAW@eurNOG,0RFHV@halNOG,COG0624@NOG,arCOG01109@arNOG",NA|NA|NA,E,"Amidase, hydantoinase carbamoylase family"
WP_004043210.1,756883.Halar_3347,6.20E-108,396.4,AMAB,,K06016,,arNOG[11],"COG0624@NOG,arCOG01109@arNOG",NA|NA|NA,E,"Amidase, hydantoinase carbamoylase family"
WP_004043044.1,309800.HVO_2801,6.40E-160,568.5,LIVG4,,K01995,,arNOG[11],"0KSAK@eurNOG,0RGMR@halNOG,COG0411@NOG,arCOG00925@arNOG",NA|NA|NA,E,ABC transporter ATP-binding protein
WP_004043043.1,309800.HVO_2800,2.90E-140,503.1,LIVF,,K01996,,arNOG[11],"0KTT5@eurNOG,0RG89@halNOG,COG0410@NOG,arCOG00924@arNOG",NA|NA|NA,E,"amino acid ABC transporter, ATP-binding protein"
WP_004042688.1,309800.HVO_2603,7.90E-109,398.3,SEC11,,K13280,,arNOG[11],"0KSS6@eurNOG,COG0681@NOG,arCOG01739@arNOG",NA|NA|NA,U,signal sequence peptidase
WP_004041428.1,309800.HVO_1550,9.30E-84,314.7,ACT2,,K01073,,arNOG[11],"0KTMS@eurNOG,0RH5U@halNOG,COG1607@NOG,arCOG00773@arNOG",NA|NA|NA,I,acyl-CoA thioester hydrolase
WP_004041315.1,797209.ZOD2009_06964,1.50E-80,304.7,LIVG1,,K01995,,arNOG[11],"0KWG8@eurNOG,0RGIN@halNOG,COG0411@NOG,arCOG00926@arNOG",NA|NA|NA,E,ABC transporter
WP_004041314.1,309800.HVO_0903,9.70E-72,275.4,LIVF1,,K01996,,arNOG[11],"0KZ6Q@eurNOG,0RG8V@halNOG,COG0410@NOG,arCOG00924@arNOG",NA|NA|NA,E,ABC transporter
WP_004041234.1,795797.HacjB3_10115,1.50E-128,464.9,,,K06016,,arNOG[11],"0KWAW@eurNOG,0RFHV@halNOG,COG0624@NOG,arCOG01109@arNOG",NA|NA|NA,E,"Amidase, hydantoinase carbamoylase family"
WP_004040938.1,639282.DEFDS_1066,3.70E-65,253.4,LIVF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K01996,"ALAabc,ALAabcpp,ILEabc,ILEabcpp,LEUabc,LEUabcpp,THRabc,THRabcpp,VALabc,VALabcpp",bactNOG[38],"08IV0@bactNOG,0G6PN@defNOG,COG0410@NOG",NA|NA|NA,E,ABC transporter
WP_004040937.1,479434.Sthe_2887,3.20E-65,253.8,,,K01995,,bactNOG[38],"07P1N@bactNOG,0D4GY@chloNOG,COG0411@NOG",NA|NA|NA,E,ABC transporter related
WP_004040866.1,634497.HAH_4345,2.10E-90,337.4,,,K01995,,arNOG[11],"0M1BB@eurNOG,0RG2A@halNOG,COG0411@NOG,arCOG00926@arNOG",NA|NA|NA,E,branched-chain amino acid ABC transporter ATP-binding protein
WP_004040865.1,272569.rrnB0224,5.10E-58,229.6,,,K01996,,arNOG[11],"0KY5T@eurNOG,0RGVA@halNOG,COG0410@NOG,arCOG00924@arNOG",NA|NA|NA,E,ABC transporter
WP_004044803.1,309800.HVO_2951,2.8e-310,1068.9,TRPS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01867,,arNOG[11],"0KRUK@eurNOG,0RF4R@halNOG,COG0180@NOG,arCOG01887@arNOG",NA|NA|NA,J,tryptophanyl-tRNA synthetase (EC 6.1.1.2)
WP_004042919.1,309800.HVO_2717,2.10E-217,760,ALAS1,,K01872,,arNOG[11],"0KZJZ@eurNOG,0RG9B@halNOG,COG0013@NOG,arCOG01255@arNOG",NA|NA|NA,J,synthetase
WP_004043839.1,309800.HVO_1099,4.50E-158,562.4,DAPD,,K00674,,arNOG[11],"0KYHT@eurNOG,0RG2M@halNOG,COG2171@NOG,arCOG04556@arNOG",NA|NA|NA,E,"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase (EC 2.3.1.117)"
WP_004042496.1,309800.HVO_2516,2.20E-307,1059.3,GPMI,,K15633,PGM,arNOG[11],"0KSGS@eurNOG,0RFJD@halNOG,COG0696@NOG,arCOG03068@arNOG",NA|NA|NA,G,Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate (By similarity)
WP_013035127.1,469382.Hbor_15960,1.10E-154,551.6,TRPS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01867,,arNOG[11],"0KRUK@eurNOG,0RGD5@halNOG,COG0180@NOG,arCOG01887@arNOG",NA|NA|NA,J,Tryptophanyl-tRNA synthetase
WP_004044471.1,309800.HVO_0452,0,1965.3,LEUS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01869,,arNOG[11],"0KRI4@eurNOG,0RG2E@halNOG,COG0495@NOG,arCOG00809@arNOG",NA|NA|NA,J,Leucyl-tRNA synthetase
WP_004044127.1,309800.HVO_0809,0,1479.9,METG,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01874,,arNOG[11],"0KRCB@eurNOG,0RF5S@halNOG,COG0073@NOG,COG0143@NOG,arCOG00810@arNOG",NA|NA|NA,J,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)
WP_004041800.1,309800.HVO_1921,7.60E-264,914.4,SERS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","K01875,K02948",,arNOG[11],"0KRF7@eurNOG,0RFTY@halNOG,COG0172@NOG,arCOG00403@arNOG",NA|NA|NA,J,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)"
WP_004041749.1,309800.HVO_1867,0,1133.2,LYSS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K04566,,arNOG[11],"0KRCM@eurNOG,0RF9C@halNOG,COG1384@NOG,arCOG00485@arNOG",NA|NA|NA,J,lysyl-tRNA synthetase
WP_004041574.1,309800.HVO_1684,0,1304.3,THRS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01868,,arNOG[11],"0KRJ9@eurNOG,0RFXQ@halNOG,COG0441@NOG,arCOG00401@arNOG",NA|NA|NA,J,Threonyl-tRNA synthetase
WP_004041425.1,309800.HVO_1547,0,2118.6,ILES,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01870,,arNOG[11],"0KRA7@eurNOG,0RG77@halNOG,COG0060@NOG,arCOG00807@arNOG",NA|NA|NA,J,"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)"
WP_004044599.1,309800.HVO_0324,0,1151,ARGS,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01887,,arNOG[11],"0KRCP@eurNOG,0RG3B@halNOG,COG0018@NOG,arCOG00487@arNOG",NA|NA|NA,J,arginyl-tRNA synthetase (EC 6.1.1.19)
WP_004043812.1,309800.HVO_1125,9.60E-289,997.3,CYSS,"GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901576",K01883,,arNOG[11],"0KRT6@eurNOG,0RF8J@halNOG,COG0215@NOG,arCOG00486@arNOG",NA|NA|NA,J,Cysteinyl-tRNA synthetase
WP_004042943.1,309800.HVO_2726,0,1197.6,GLTX,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01885,GLUTRS,arNOG[11],"0KRKE@eurNOG,0RF7Z@halNOG,COG0008@NOG,arCOG04302@arNOG",NA|NA|NA,J,Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)
WP_013035656.1,309800.HVO_2072,0,1509.2,CSG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0030115,GO:0030312,GO:0044464,GO:0071944",,,arNOG[11],"0M08Y@eurNOG,0RG04@halNOG,0YBVB@NOG,arCOG03906@arNOG",NA|NA|NA,S,The S-layer is a paracrystalline mono-layered assembly of proteins which coat the surface of the cell
WP_004044596.1,309800.HVO_0327,4.40E-127,459.1,RIBB,,"K02858,K14652",DB4PS,arNOG[11],"0KSDN@eurNOG,0RGV0@halNOG,COG0108@NOG,arCOG01320@arNOG",NA|NA|NA,H,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
WP_004043431.1,309800.HVO_1504,1.30E-271,940.3,LEUC,,K01703,,arNOG[11],"0M0Y1@eurNOG,0RG7V@halNOG,COG0065@NOG,arCOG01698@arNOG",NA|NA|NA,E,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)"
WP_004043001.1,309800.HVO_2755,2.70E-45,186.4,RPL12,,K02869,,arNOG[11],"0KUDB@eurNOG,0RI2K@halNOG,COG2058@NOG,arCOG04287@arNOG",NA|NA|NA,J,"Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors (By similarity)"
WP_004042093.1,309800.HVO_2201,1.40E-226,790.4,COFG,,K11780,,arNOG[11],"0KRE6@eurNOG,0RFX9@halNOG,COG1060@NOG,arCOG00657@arNOG",NA|NA|NA,H,"Catalyzes the radical-mediated transfer of the hydroxybenzyl group from 4-hydroxyphenylpyruvate (HPP) to 5-amino- 6-ribitylamino-2,4(1H,3H)-pyrimidinedione to form 7,8-didemethyl- 8-hydroxy-5-deazariboflavin (FO) (By similarity)"
WP_004043390.1,634497.HAH_4274,1.30E-32,144.1,,,K09946,,arNOG[11],"0KZ0Z@eurNOG,0RHWG@halNOG,0Y293@NOG,arCOG04789@arNOG",NA|NA|NA,S,Inherit from NOG: Domain of unknown function (DUF1508)
WP_004042217.1,309800.HVO_2325,2.90E-45,186,,,K09946,,arNOG[11],"0KZ0Z@eurNOG,0RHWG@halNOG,0Y293@NOG,arCOG04789@arNOG",NA|NA|NA,S,Inherit from NOG: Domain of unknown function (DUF1508)
WP_013035309.1,309800.HVO_1318,2.70E-152,543.1,AACC,,K00662,,arNOG[11],"0KW8G@eurNOG,0RGU3@halNOG,COG2746@NOG,arCOG06298@arNOG",NA|NA|NA,V,aminoglycoside N3-acetyltransferase (EC 2.3.1.81)
WP_004043622.1,309800.HVO_1314,1.50E-147,527.3,SURE,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03787,ACP1_FMN,arNOG[11],"0KRYK@eurNOG,0RF5X@halNOG,COG0496@NOG,arCOG02303@arNOG",NA|NA|NA,F,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates (By similarity)
WP_004041096.1,469382.Hbor_03470,3.60E-150,536.2,CBIH,,K05934,,arNOG[11],"0M16Z@eurNOG,0RF7J@halNOG,COG1010@NOG,arCOG00647@arNOG",NA|NA|NA,H,ec 2.1.1.131
WP_004045232.1,309800.HVO_0120,3.50E-237,825.9,FTSY,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944",K03110,,arNOG[11],"0KRAW@eurNOG,0RFSU@halNOG,COG0552@NOG,arCOG01227@arNOG",NA|NA|NA,U,Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC) (By similarity)
WP_004044457.1,309800.HVO_0465,8.00E-245,851.3,,,,,arNOG[11],"0M1GA@eurNOG,0RF6Y@halNOG,COG0534@NOG,arCOG01731@arNOG",NA|NA|NA,V,MATE efflux family protein
